2000/01;2002/03;2004/05;2006/07;2008/09;2010/11;2012/13;2014/15;2016/17;2017/18;IBGE_LEGEND;POINT_ID;STRATUM;BIOME;geometry
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;790;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-56.58911987193925,-12.329396642801102],[-56.58701036069083,-12.329396658538254],[-56.58701036069083,-12.327322555156172],[-56.58911987193925,-12.32732257586374],[-56.58911987193925,-12.329396642801102]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;791;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-56.42677703785392,-12.329396690923655],[-56.424712372228164,-12.32939669102382],[-56.424712372228164,-12.327322516879487],[-56.42677703785392,-12.32732255372104],[-56.42677703785392,-12.329396690923655]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;792;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-56.405996022420446,-12.329396639523099],[-56.40388654859397,-12.329396654303556],[-56.40388654859397,-12.327322568054775],[-56.405996022420446,-12.3273225137202],[-56.405996022420446,-12.329396639523099]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;4Ap - Pecuária (pastagens);793;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-54.458151067810476,-12.329396637662246],[-54.45608643007847,-12.329396699748228],[-54.45608643007847,-12.327322523582886],[-54.458151067810476,-12.327322568510619],[-54.458151067810476,-12.329396637662246]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;794;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-55.1157361233464,-12.331426665778698],[-55.113671552262396,-12.331426633247489],[-55.113671552262396,-12.329396690455894],[-55.1157361233464,-12.329396683315686],[-55.1157361233464,-12.331426665778698]]]}"
Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;2Saf - Savana Arborizada com floresta-de-galeria;795;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-59.03638120700375,-12.333456598352672],[-59.034271707976814,-12.333456632441164],[-59.034271707976814,-12.331426633565997],[-59.036381207003764,-12.33142664170212],[-59.03638120700375,-12.333456598352672]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Cultivo unico;Cultivo duplo;Cultivo unico;Cultivo unico;Cultivo unico;4Ap - Pecuária (pastagens);796;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-51.65299037130423,-12.339590559492814],[-51.65088091285423,-12.33959052126004],[-51.65088091285423,-12.33756059761452],[-51.65299037130423,-12.337560590189213],[-51.65299037130423,-12.339590559492814]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;2Saf - Savana Arborizada com floresta-de-galeria;797;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-59.2756989129113,-12.341664530692956],[-59.2735893437438,-12.341664558781218],[-59.2735893437438,-12.33959049744457],[-59.2756989129113,-12.339590511303948],[-59.2756989129113,-12.341664530692956]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Asp - Floresta Ombrófila Aberta Submontana com palmeiras;798;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-57.011561343962754,-12.343694405117084],[-57.00945189664893,-12.343694418069434],[-57.00945189664894,-12.341664559844537],[-57.01156134396275,-12.341664585065812],[-57.011561343962754,-12.343694405117084]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;799;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-56.87421853383644,-12.345724280526325],[-56.87210900594443,-12.3457242918123],[-56.872109005944424,-12.34369442919463],[-56.874218533836434,-12.343694455801192],[-56.87421853383644,-12.345724280526325]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Cultivo unico;Cultivo duplo;Cultivo duplo;Cultivo unico;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;800;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-56.72852740299506,-12.347798308297623],[-56.72646274451264,-12.347798286449517],[-56.72646274451264,-12.345724289224679],[-56.72852740299507,-12.345724348666689],[-56.72852740299506,-12.347798308297623]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;801;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-55.113671552262396,-12.347798282291],[-55.11160686292854,-12.34779825728556],[-55.11160686292854,-12.345724273836057],[-55.113671552262396,-12.345724333043774],[-55.113671552262396,-12.347798282291]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Cultivo unico;Cultivo unico;Cultivo unico;Cultivo duplo;4Acc - Agricultura com Culturas Cíclicas;802;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-56.73476611707978,-12.351902031904297],[-56.732701497485955,-12.351902098523729],[-56.73270149748596,-12.349828121905],[-56.73476611707978,-12.349828092900827],[-56.73476611707978,-12.351902031904297]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;803;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-53.55707418259049,-12.353931906914683],[-53.55500956444234,-12.35393186894051],[-53.55500956444234,-12.351902088558973],[-53.55707418259049,-12.351902084661528],[-53.55707418259049,-12.353931906914683]]]}"
Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;2Saf - Savana Arborizada com floresta-de-galeria;804;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-59.09881381066464,-12.355961680995126],[-59.09670436983805,-12.355961656679574],[-59.09670436983805,-12.353931843237762],[-59.09881381066464,-12.353931832522807],[-59.09881381066464,-12.355961680995126]]]}"
Floresta Sazonal;Em Conversao;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;2Asp - Floresta Ombrófila Aberta Submontana com palmeiras;805;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-57.80231512402293,-12.355961688764516],[-57.800250517614,-12.355961693083481],[-57.800250517614,-12.35393184797231],[-57.80231512402293,-12.353931884233555],[-57.80231512402293,-12.355961688764516]]]}"
Floresta Sazonal;Outros Usos;Cultivo unico;Cultivo unico;Cultivo duplo;Cultivo unico;Cultivo duplo;Cultivo duplo;Cultivo duplo;Cultivo duplo;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;806;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-55.26349189926532,-12.355961671920618],[-55.26142730190758,-12.355961654505434],[-55.26142730190759,-12.353931850771012],[-55.26349189926531,-12.353931903579742],[-55.26349189926532,-12.355961671920618]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;807;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-53.96286399536154,-12.35596165088563],[-53.960799324811035,-12.35596163407816],[-53.960799324811035,-12.353931897033316],[-53.96286399536154,-12.353931872553778],[-53.96286399536154,-12.35596165088563]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;808;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-56.39347360644013,-12.362095012811555],[-56.39140898480178,-12.362095020328084],[-56.39140898480178,-12.360065286192212],[-56.39347360644013,-12.36006531642209],[-56.39347360644013,-12.362095012811555]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;809;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-56.641139600528554,-12.36619856121905],[-56.63903006162155,-12.366198586147057],[-56.63903006162155,-12.36416885760546],[-56.64113960052855,-12.364168870118863],[-56.641139600528554,-12.36619856121905]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;1Paap - Formação Pioneira com influência fluvial e/ou lacustre arbustiva com palmeiras;810;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-54.468564001646,-12.372331708612858],[-54.466499348889045,-12.372331728085813],[-54.46649934888904,-12.370302049524561],[-54.468564001646,-12.370302063786488],[-54.468564001646,-12.372331708612858]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Outros Usos;Pastagem;Pastagem;Pastagem;Pastagem;1Dae - Floresta Ombrófila Densa Aluvial com dossel emergente;811;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-57.57758457000084,-12.374405546361736],[-57.575519925606294,-12.374405529849732],[-57.575519925606294,-12.372331750386788],[-57.57758457000084,-12.372331729829195],[-57.57758457000084,-12.374405546361736]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;812;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-53.55294491998552,-12.38459757910156],[-53.55083542313792,-12.384597561621604],[-53.55083542313792,-12.38256805784504],[-53.55294491998552,-12.38256803256087],[-53.55294491998552,-12.38459757910156]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;813;3;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-58.239343711550006,-12.386671271119235],[-58.23727910921951,-12.386671256514243],[-58.23727910921951,-12.384597584169205],[-58.239343711550006,-12.384597562610992],[-58.239343711550006,-12.386671271119235]]]}"
Floresta Sazonal;Floresta Sazonal;Cultivo unico;Cultivo duplo;Cultivo duplo;Cultivo unico;Cultivo duplo;Cultivo duplo;Cultivo duplo;Cultivo duplo;2Sd - Savana Florestada;814;3;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-55.650565444945535,-12.392803950805174],[-55.6485007464767,-12.392803937809246],[-55.6485007464767,-12.390730268676007],[-55.65056544494554,-12.39073031708119],[-55.650565444945535,-12.392803950805174]]]}"
Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;2Sps - Savana Parque sem floresta-de-galeria;815;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-50.99123118882616,-12.396906987248812],[-50.98912168027645,-12.396906981752947],[-50.98912168027645,-12.394833378097148],[-50.991231188826156,-12.394833407644574],[-50.99123118882616,-12.396906987248812]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;2Saf - Savana Arborizada com floresta-de-galeria;816;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-59.62529481631035,-12.398936432227417],[-59.62318533326538,-12.39893644655596],[-59.62318533326538,-12.396907003970204],[-59.62529481631035,-12.39690695533403],[-59.62529481631035,-12.398936432227417]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;2Fae - Floresta Estacional Semidecidual Aluvial com dossel emergente;817;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-58.51402945574037,-12.40096584626328],[-58.511964816349575,-12.400965822636591],[-58.511964816349575,-12.398936448887676],[-58.51402945574037,-12.398936437491141],[-58.51402945574037,-12.40096584626328]]]}"
Cultivo duplo;Cultivo duplo;Cultivo duplo;Cultivo duplo;Cultivo unico;Cultivo unico;Cultivo duplo;Cultivo duplo;Cultivo duplo;Cultivo duplo;4Acc - Agricultura com Culturas Cíclicas;818;3;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-55.85034096846548,-12.40303941051438],[-55.84827632455748,-12.403039406439886],[-55.84827632455748,-12.400965889575705],[-55.85034096846548,-12.400965854206332],[-55.85034096846548,-12.40303941051438]]]}"
Floresta;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Outros Usos;Cultivo unico;4Ap - Pecuária (pastagens);819;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-57.33620219357715,-12.407098153036689],[-57.33409268803439,-12.40709813974179],[-57.33409268803439,-12.405068813991559],[-57.33620219357715,-12.405068789909324],[-57.33620219357715,-12.407098153036689]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;820;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-56.72852740299506,-12.40917167113972],[-56.72646274451264,-12.409171655851884],[-56.72646274451264,-12.407098193404817],[-56.72852740299507,-12.407098170478575],[-56.72852740299506,-12.40917167113972]]]}"
Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;1Pahs - Formação Pioneira com influência fluvial e/ou lacustre herbácea sem palmeiras;821;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-53.13880683284613,-12.40917164128804],[-53.13674216994006,-12.409171685764615],[-53.13674216994006,-12.407098209707009],[-53.13880683284613,-12.407098195219767],[-53.13880683284613,-12.40917164128804]]]}"
Floresta Sazonal;Floresta Sazonal;Outros Usos;Cultivo unico;Cultivo duplo;Cultivo unico;Cultivo duplo;Cultivo duplo;Cultivo duplo;Cultivo duplo;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;822;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-55.29262120094862,-12.413230341133778],[-55.29055658036696,-12.413230364715265],[-55.29055658036696,-12.411200987738935],[-55.29262120094862,-12.41120099969732],[-55.29262120094862,-12.413230341133778]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;1Saf - Savana Arborizada com floresta-de-galeria;823;3;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-56.1978722785446,-12.417333069687903],[-56.195807619589615,-12.417333095170028],[-56.19580761958962,-12.415303792166142],[-56.1978722785446,-12.41530380410931],[-56.1978722785446,-12.417333069687903]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Outros Usos;Outros Usos;Outras Coberturas;Outras Coberturas;Outras Coberturas;Outras Coberturas;2Asp - Floresta Ombrófila Aberta Submontana com palmeiras;824;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-57.787772973733915,-12.419406475584232],[-57.78566345130554,-12.419406501642069],[-57.78566345130554,-12.417333105976336],[-57.787772973733915,-12.41733304236572],[-57.787772973733915,-12.419406475584232]]]}"
Em Conversao;Outros Usos;Cultivo unico;Cultivo unico;Cultivo duplo;Cultivo duplo;Cultivo duplo;Cultivo duplo;Cultivo duplo;Cultivo duplo;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;825;3;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-56.07924572992023,-12.421435723123864],[-56.07718108167023,-12.421435717187675],[-56.07718108167023,-12.4194064810941],[-56.07924572992023,-12.41940644875262],[-56.07924572992023,-12.421435723123864]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Fs - Floresta Estacional Semidecidual Submontana;826;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-52.841230614515844,-12.421435759459433],[-52.83912105914795,-12.421435732266739],[-52.83912105914794,-12.419406496255746],[-52.841230614515844,-12.419406479653412],[-52.841230614515844,-12.421435759459433]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;2Fae - Floresta Estacional Semidecidual Aluvial com dossel emergente;827;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-59.217395539134195,-12.42346503555266],[-59.21533088002984,-12.423464980896505],[-59.215330880029825,-12.421435727078862],[-59.217395539134195,-12.42143574764129],[-59.217395539134195,-12.42346503555266]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;828;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-54.66833954528434,-12.423465003933208],[-54.66627485475793,-12.423465007495638],[-54.66627485475794,-12.421435714147655],[-54.66833954528434,-12.42143574482117],[-54.66833954528434,-12.423465003933208]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;829;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-56.820089254742186,-12.425538333356442],[-56.818024630755694,-12.425538332362978],[-56.818024630755694,-12.423465018928802],[-56.82008925474219,-12.423464981846761],[-56.820089254742186,-12.425538333356442]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;830;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-54.55806131207306,-12.429596781514027],[-54.55595173984633,-12.429596772732584],[-54.555951739846336,-12.42756756256299],[-54.55806131207306,-12.427567604477408],[-54.55806131207306,-12.429596781514027]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;1Saf - Savana Arborizada com floresta-de-galeria;831;3;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-56.235349760295435,-12.431670080098238],[-56.233240283245635,-12.43167009311921],[-56.233240283245635,-12.429596783187517],[-56.23534976029544,-12.429596806017829],[-56.235349760295435,-12.431670080098238]]]}"
Cultivo unico;Cultivo unico;Cultivo unico;Cultivo duplo;Cultivo duplo;Cultivo duplo;Cultivo duplo;Cultivo duplo;Cultivo duplo;Cultivo duplo;4Acc - Agricultura com Culturas Cíclicas;832;3;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-55.731714433023434,-12.43167006571083],[-55.72964980227044,-12.431670065080366],[-55.72964980227043,-12.429596824865676],[-55.731714433023434,-12.42959678590565],[-55.731714433023434,-12.43167006571083]]]}"
Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;1Spf - Savana Parque com floresta-de-galeria;833;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-50.839301260584534,-12.435772561355442],[-50.83723662526958,-12.43577250556082],[-50.83723662526958,-12.43369927021379],[-50.839301260584534,-12.433699279165907],[-50.839301260584534,-12.435772561355442]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;1Sas - Savana Arborizada sem floresta-de-galeria;834;3;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-58.00626487204274,-12.437801694755114],[-58.00420019071536,-12.437801638211262],[-58.004200190715366,-12.435772559033126],[-58.00626487204274,-12.435772503132508],[-58.00626487204274,-12.437801694755114]]]}"
Savana;Outros Usos;Cultivo unico;Cultivo duplo;Cultivo duplo;Cultivo duplo;Cultivo duplo;Cultivo duplo;Cultivo unico;Cultivo duplo;3Acc - Agricultura com Culturas Cíclicas;835;3;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-58.287189373784045,-12.441903999682628],[-58.28512467342137,-12.441904003623039],[-58.28512467342137,-12.439830831938776],[-58.287189373784045,-12.439830791933145],[-58.287189373784045,-12.441903999682628]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;1Paap - Formação Pioneira com influência fluvial e/ou lacustre arbustiva com palmeiras;836;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-54.13561978162877,-12.441904039351805],[-54.133510222456536,-12.441903981066545],[-54.13351022245653,-12.439830784777767],[-54.13561978162877,-12.439830800280571],[-54.13561978162877,-12.441904039351805]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;2Fae - Floresta Estacional Semidecidual Aluvial com dossel emergente;837;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-58.84908320157814,-12.445962151185174],[-58.84697375013376,-12.44596219050509],[-58.84697375013376,-12.443933089697165],[-58.84908320157814,-12.44393309239223],[-58.84908320157814,-12.445962151185174]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;2Saf - Savana Arborizada com floresta-de-galeria;838;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-51.48234415741934,-12.448035373458323],[-51.48023466875359,-12.448035366391936],[-51.48023466875358,-12.445962216024608],[-51.48234415741934,-12.445962176260482],[-51.48234415741934,-12.448035373458323]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;839;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-54.957612323918525,-12.454166523959119],[-54.9555027939257,-12.454166571467635],[-54.955502793925696,-12.452093407431137],[-54.957612323918525,-12.452093393068951],[-54.957612323918525,-12.454166523959119]]]}"
Em Conversao;Outros Usos;Cultivo unico;Cultivo unico;Pastagem;Pastagem;Cultivo unico;Cultivo duplo;Cultivo duplo;Cultivo unico;1Sas - Savana Arborizada sem floresta-de-galeria;840;3;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-58.13530428024744,-12.460297557001848],[-58.13319478917681,-12.460297583271027],[-58.13319478917681,-12.4582686458607],[-58.13530428024744,-12.458268660209168],[-58.13530428024744,-12.460297557001848]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;1Saf - Savana Arborizada com floresta-de-galeria;841;3;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-58.58270094888078,-12.464399603630927],[-58.58063630192432,-12.464399584559672],[-58.58063630192432,-12.462326573841962],[-58.58270094888078,-12.462326557258516],[-58.58270094888078,-12.464399603630927]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Cultivo unico;Cultivo unico;Cultivo unico;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;842;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-52.47911223963529,-12.466428498446453],[-52.47704762717649,-12.466428496609188],[-52.47704762717649,-12.4643995975083],[-52.4791122396353,-12.464399555985462],[-52.47911223963529,-12.466428498446453]]]}"
Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;1Sas - Savana Arborizada sem floresta-de-galeria;843;3;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-58.3642090581755,-12.468457383109495],[-58.3620995168845,-12.468457397956918],[-58.3620995168845,-12.466428525755394],[-58.3642090581755,-12.46642847496314],[-58.3642090581755,-12.468457383109495]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Cultivo unico;Cultivo unico;4Ap - Pecuária (pastagens);844;3;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-56.304021256212344,-12.470530409740826],[-56.30191167834206,-12.47053039250934],[-56.30191167834206,-12.468457351290791],[-56.304021256212344,-12.46845740457278],[-56.304021256212344,-12.470530409740826]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;845;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-54.008644946647735,-12.470530345739277],[-54.00658031194443,-12.470530380345558],[-54.00658031194443,-12.468457410505046],[-54.008644946647735,-12.468457407903015],[-54.008644946647735,-12.470530345739277]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;846;3;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-58.23727910921951,-12.472559214502079],[-58.235169597426875,-12.47255927638696],[-58.235169597426875,-12.470530406744953],[-58.23727910921951,-12.47053038569873],[-58.23727910921951,-12.472559214502079]]]}"
